EmployeeCount,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlySalary
545,47,No,Travel_Frequently,217,Sales,3,Bachelor,4,Female,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,2,28,2,2,22,2,11,13,4774
546,30,No,Travel_Rarely,501,Sales,27,Doctor,3,Male,3,2,Sales Executive,4,Divorced,7,No,23,4,4,1,10,2,2,8,7,7,7,11022
547,29,No,Travel_Rarely,1396,Sales,10,Bachelor,3,Male,3,1,Sales Representative,3,Single,1,No,11,3,3,0,1,6,3,1,0,0,0,30712
548,42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor,3,Male,4,1,Research Scientist,3,Divorced,6,Yes,12,3,4,0,7,2,3,2,2,2,2,20526
549,43,No,Travel_Frequently,775,Sales,15,Bachelor,4,Male,2,2,Sales Executive,4,Married,3,No,18,3,3,1,7,5,3,2,2,2,2,17050
550,34,No,Travel_Rarely,970,Research & Development,8,College,2,Female,3,2,Healthcare Representative,3,Single,3,No,11,3,4,0,10,2,3,5,1,4,3,21340
551,23,No,Travel_Rarely,650,Research & Development,9,Below College,2,Male,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,5,2,4,4,3,0,2,14300
552,39,No,Travel_Rarely,141,Human Resources,3,Bachelor,3,Female,4,2,Human Resources,2,Married,9,No,15,3,3,1,12,3,1,8,3,3,6,3102
553,56,No,Travel_Rarely,832,Research & Development,9,Bachelor,3,Male,3,4,Healthcare Representative,4,Married,7,No,11,3,3,0,30,1,2,10,7,1,1,18304
554,40,No,Travel_Rarely,804,Research & Development,2,Below College,4,Female,2,1,Research Scientist,4,Single,0,Yes,20,4,4,0,5,2,2,4,2,2,3,17688
555,27,No,Travel_Rarely,975,Research & Development,7,Bachelor,4,Female,2,2,Healthcare Representative,1,Single,8,No,19,3,1,0,9,2,1,7,6,0,7,21450
556,29,No,Travel_Rarely,1090,Sales,10,Bachelor,4,Male,3,1,Sales Representative,2,Divorced,1,No,14,3,4,2,2,2,3,2,2,2,2,23980
557,53,No,Travel_Rarely,346,Research & Development,6,Bachelor,4,Male,3,2,Laboratory Technician,4,Single,2,No,17,3,4,0,19,4,3,2,2,2,2,7612
558,35,No,Non-Travel,1225,Research & Development,2,Master,4,Female,3,2,Healthcare Representative,1,Divorced,2,No,11,3,1,1,16,2,4,1,0,0,0,26950
559,32,No,Travel_Frequently,430,Research & Development,24,Master,1,Male,3,2,Laboratory Technician,4,Married,1,No,15,3,4,2,10,2,3,10,8,4,7,9460
560,38,No,Travel_Rarely,268,Research & Development,2,Doctor,4,Male,3,1,Research Scientist,3,Married,6,Yes,13,3,2,1,6,0,1,1,0,0,1,5896
561,34,No,Travel_Rarely,167,Research & Development,8,Doctor,2,Female,3,2,Manufacturing Director,1,Divorced,3,No,14,3,3,1,7,3,3,0,0,0,0,3674
562,52,No,Travel_Rarely,621,Sales,3,Master,3,Male,2,4,Manager,1,Married,1,No,11,3,1,0,34,3,4,34,6,1,16,13662
563,33,Yes,Travel_Rarely,527,Research & Development,1,Master,4,Male,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,10,2,2,10,9,7,8,11594
564,25,No,Travel_Rarely,883,Sales,26,Below College,3,Female,3,2,Sales Executive,4,Single,1,No,23,4,2,0,6,5,2,6,5,1,4,19426
565,45,No,Travel_Rarely,954,Sales,2,College,2,Male,1,2,Sales Representative,3,Single,0,No,13,3,1,0,9,3,3,8,7,3,1,20988
566,23,No,Travel_Rarely,310,Research & Development,10,Below College,1,Male,4,1,Research Scientist,3,Single,1,No,18,3,4,0,2,3,3,2,2,0,2,6820
567,47,Yes,Travel_Frequently,719,Sales,27,College,2,Female,4,2,Sales Executive,3,Single,4,Yes,12,3,4,0,8,2,3,5,4,1,3,15818
568,34,No,Travel_Rarely,304,Sales,2,Bachelor,4,Male,3,2,Sales Executive,4,Single,1,No,22,4,3,0,6,5,3,6,5,1,4,6688
569,55,Yes,Travel_Rarely,725,Research & Development,2,Bachelor,4,Male,3,5,Manager,1,Married,5,Yes,13,3,4,1,24,2,3,5,2,1,4,15950
570,36,No,Non-Travel,1434,Sales,8,Master,1,Male,2,3,Sales Executive,1,Single,1,No,15,3,2,0,10,1,3,10,7,0,9,31548
571,52,No,Non-Travel,715,Research & Development,19,Master,4,Male,3,1,Research Scientist,4,Married,0,No,18,3,1,1,5,3,3,4,3,1,2,15730
572,26,No,Travel_Frequently,575,Research & Development,1,College,1,Female,1,1,Laboratory Technician,4,Divorced,3,No,14,3,1,1,5,2,3,2,2,2,0,12650
573,29,No,Travel_Rarely,657,Research & Development,27,Bachelor,2,Female,3,2,Healthcare Representative,3,Married,4,No,12,3,1,1,11,3,2,8,7,1,1,14454
574,26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,4,Male,2,2,Sales Executive,1,Single,6,No,17,3,3,0,6,2,2,4,3,1,2,25212
575,34,No,Travel_Rarely,182,Research & Development,1,Master,2,Female,4,1,Research Scientist,4,Single,2,No,16,3,3,0,10,2,3,4,2,1,3,4004
576,54,No,Travel_Rarely,376,Research & Development,19,Master,4,Female,3,2,Manufacturing Director,1,Divorced,9,Yes,11,3,2,2,9,4,3,5,3,1,4,8272
577,27,No,Travel_Frequently,829,Sales,8,Below College,3,Male,3,2,Sales Executive,4,Married,0,No,19,3,2,1,5,3,3,4,2,1,1,18238
578,37,No,Travel_Rarely,571,Research & Development,10,Below College,4,Female,3,1,Research Scientist,1,Divorced,0,Yes,13,3,2,2,6,3,2,5,3,4,3,12562
579,38,No,Travel_Frequently,240,Research & Development,2,Master,1,Female,4,2,Manufacturing Director,1,Single,6,Yes,12,3,4,0,17,2,3,15,7,4,12,5280
580,34,No,Travel_Rarely,121,Research & Development,2,Master,3,Female,2,1,Research Scientist,1,Single,1,No,11,3,3,0,6,3,3,6,5,1,3,2662
581,35,No,Travel_Rarely,384,Sales,8,Master,1,Female,3,1,Sales Representative,4,Married,1,No,16,3,2,1,3,1,2,3,2,0,2,8448
582,30,No,Travel_Rarely,921,Research & Development,1,Bachelor,4,Male,1,1,Laboratory Technician,3,Married,3,No,21,4,3,2,7,2,3,2,2,0,2,20262
583,40,No,Travel_Frequently,791,Research & Development,2,College,3,Female,4,2,Healthcare Representative,2,Married,1,No,24,4,4,1,8,2,3,8,7,3,7,17402
584,34,No,Travel_Rarely,1111,Sales,8,College,3,Female,3,2,Sales Executive,1,Married,5,No,17,3,2,1,6,1,3,3,2,1,2,24442
585,42,No,Travel_Frequently,570,Research & Development,8,Bachelor,2,Male,3,5,Manager,4,Divorced,1,No,13,3,2,1,24,4,2,24,7,14,9,12540
586,23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelor,3,Male,4,1,Laboratory Technician,1,Married,1,Yes,21,4,3,2,1,2,3,0,0,0,0,27346
587,24,No,Non-Travel,1092,Research & Development,9,Bachelor,3,Male,2,1,Laboratory Technician,2,Divorced,1,No,11,3,3,3,1,4,3,1,0,0,0,24024
588,52,No,Travel_Rarely,1325,Research & Development,11,Master,4,Female,3,2,Laboratory Technician,3,Married,8,No,20,4,2,1,9,3,3,5,2,1,4,29150
589,50,No,Travel_Rarely,691,Research & Development,2,Bachelor,3,Male,3,4,Research Director,3,Married,5,No,16,3,4,0,30,3,3,4,3,0,3,15202
590,29,Yes,Travel_Rarely,805,Research & Development,1,College,2,Female,2,1,Laboratory Technician,1,Married,1,Yes,11,3,4,1,1,1,3,1,0,0,0,17710
591,33,No,Travel_Rarely,213,Research & Development,7,Bachelor,3,Male,3,3,Research Director,3,Married,0,No,11,3,4,0,14,3,4,13,9,3,7,4686
592,33,Yes,Travel_Rarely,118,Sales,16,Bachelor,1,Female,3,2,Sales Executive,1,Single,5,No,15,3,3,0,6,3,3,3,2,0,2,2596
593,47,No,Travel_Rarely,202,Research & Development,2,College,3,Female,3,4,Manager,4,Married,1,Yes,11,3,3,1,26,3,2,26,14,3,0,4444
594,36,No,Travel_Rarely,676,Research & Development,1,Bachelor,3,Female,3,2,Manufacturing Director,2,Married,0,No,15,3,1,1,10,2,3,9,7,0,5,14872
595,29,No,Travel_Rarely,1252,Research & Development,23,College,3,Male,4,1,Research Scientist,3,Married,1,No,24,4,3,1,10,3,3,10,7,0,7,27544
596,58,Yes,Travel_Rarely,286,Research & Development,2,Master,4,Male,3,5,Research Director,2,Single,7,Yes,12,3,4,0,40,2,3,31,15,13,8,6292
597,35,No,Travel_Rarely,1258,Research & Development,1,Master,4,Female,4,1,Research Scientist,3,Single,3,No,13,3,3,0,7,0,3,2,2,2,2,27676
598,42,No,Travel_Rarely,932,Research & Development,1,College,4,Female,2,2,Manufacturing Director,4,Married,9,Yes,13,3,4,1,8,4,3,4,3,0,2,20504
599,28,Yes,Travel_Rarely,890,Research & Development,2,Master,3,Male,3,1,Research Scientist,3,Single,6,No,17,3,4,0,5,3,2,2,2,2,1,19580
600,36,No,Travel_Rarely,1041,Human Resources,13,Bachelor,3,Male,3,1,Human Resources,2,Married,4,No,13,3,2,1,8,2,3,5,2,0,4,22902
601,32,No,Travel_Rarely,859,Research & Development,4,Bachelor,3,Female,2,2,Manufacturing Director,3,Married,1,No,12,3,3,1,14,3,3,14,13,6,8,18898
602,40,No,Travel_Frequently,720,Research & Development,16,Master,1,Male,2,2,Laboratory Technician,3,Single,6,No,14,3,4,0,10,6,3,1,0,0,0,15840
603,30,No,Travel_Rarely,946,Research & Development,2,Bachelor,3,Female,2,2,Manufacturing Director,4,Single,5,Yes,24,4,2,0,12,4,2,0,0,0,0,20812
604,45,No,Travel_Rarely,252,Research & Development,2,Bachelor,2,Female,2,1,Research Scientist,3,Single,1,No,14,3,4,0,1,3,3,1,0,0,0,5544
605,42,No,Travel_Rarely,933,Research & Development,29,Bachelor,2,Male,3,2,Manufacturing Director,2,Married,1,No,13,3,4,1,10,3,2,9,8,7,8,20526
606,38,No,Travel_Frequently,471,Research & Development,12,Bachelor,1,Male,2,2,Healthcare Representative,1,Divorced,2,No,15,3,3,1,13,3,2,4,3,1,2,10362
607,34,No,Travel_Frequently,702,Research & Development,16,Master,3,Female,2,1,Research Scientist,4,Single,1,No,16,3,3,0,6,3,3,5,2,1,3,15444
608,49,Yes,Travel_Rarely,1184,Sales,11,Bachelor,3,Female,3,3,Sales Executive,4,Married,1,No,18,3,1,2,9,3,4,9,8,7,7,26048
609,55,Yes,Travel_Rarely,436,Sales,2,Below College,3,Male,3,2,Sales Executive,4,Single,4,No,16,3,3,0,12,3,2,9,7,7,3,9592
610,43,No,Travel_Rarely,589,Research & Development,14,College,2,Male,3,4,Research Director,1,Married,6,No,24,4,3,1,22,3,3,4,1,1,0,12958
611,27,No,Travel_Rarely,269,Research & Development,5,Below College,3,Male,2,3,Research Director,4,Divorced,1,Yes,16,3,2,1,9,3,3,9,8,0,8,5918
612,35,No,Travel_Rarely,950,Research & Development,7,Bachelor,3,Male,3,3,Manufacturing Director,3,Single,3,No,21,4,2,0,17,3,4,8,5,1,6,20900
613,28,No,Travel_Rarely,760,Sales,2,Master,2,Female,3,2,Sales Executive,2,Married,1,Yes,20,4,1,0,8,2,3,8,7,7,5,16720
614,34,No,Travel_Rarely,829,Human Resources,3,College,3,Male,3,1,Human Resources,4,Married,0,No,19,3,3,1,4,1,1,3,2,0,2,18238
615,26,Yes,Travel_Frequently,887,Research & Development,5,College,3,Female,2,1,Research Scientist,3,Married,1,Yes,14,3,1,1,8,2,3,8,7,1,7,19514
616,27,No,Non-Travel,443,Research & Development,3,Bachelor,4,Male,3,1,Research Scientist,4,Married,1,No,11,3,3,3,0,6,2,0,0,0,0,9746
617,51,No,Travel_Rarely,1318,Sales,26,Master,1,Female,3,4,Manager,3,Married,2,No,14,3,3,1,29,2,2,20,6,4,17,28996
618,44,No,Travel_Rarely,625,Research & Development,4,Bachelor,4,Male,3,2,Healthcare Representative,2,Single,9,No,12,3,4,0,10,2,2,5,2,2,3,13750
619,25,No,Travel_Rarely,180,Research & Development,2,Below College,1,Male,4,1,Research Scientist,1,Single,7,No,13,3,3,0,6,3,2,4,3,0,1,3960
620,33,No,Travel_Rarely,586,Sales,1,Bachelor,1,Male,4,2,Sales Executive,1,Divorced,1,No,22,4,1,1,9,5,3,9,8,0,8,12892
621,35,No,Travel_Rarely,1343,Research & Development,27,Below College,3,Female,2,1,Research Scientist,1,Single,1,No,11,3,4,0,6,3,2,6,5,1,1,29546
622,36,No,Travel_Rarely,928,Sales,1,College,2,Male,3,2,Sales Executive,4,Married,1,Yes,14,3,4,1,18,1,2,18,14,4,11,20416
623,32,No,Travel_Rarely,117,Sales,13,Master,2,Male,3,2,Sales Executive,4,Divorced,2,No,11,3,3,1,8,3,2,5,2,0,3,2574
624,30,No,Travel_Frequently,1012,Research & Development,5,Master,2,Male,2,1,Research Scientist,4,Divorced,9,No,12,3,2,1,10,3,2,5,4,0,3,22264
625,53,No,Travel_Rarely,661,Sales,7,College,1,Female,2,3,Sales Executive,4,Married,7,Yes,18,3,4,1,35,3,3,5,2,0,4,14542
626,45,No,Travel_Rarely,930,Sales,9,Bachelor,4,Male,3,3,Sales Executive,1,Divorced,4,Yes,12,3,3,1,18,2,3,5,4,0,2,20460
627,32,No,Travel_Rarely,638,Research & Development,8,College,3,Female,4,2,Research Scientist,3,Married,5,No,12,3,3,1,9,3,2,5,3,1,3,14036
628,52,No,Travel_Frequently,890,Research & Development,25,Master,3,Female,2,4,Manufacturing Director,4,Married,3,No,22,4,3,0,31,3,3,9,8,0,0,19580
629,37,No,Travel_Rarely,342,Sales,16,Master,4,Male,2,2,Sales Executive,3,Divorced,4,No,19,3,4,2,9,2,3,1,0,0,0,7524
630,28,No,Travel_Rarely,1169,Human Resources,8,College,2,Male,2,1,Human Resources,4,Divorced,1,No,13,3,4,1,6,6,3,5,1,0,4,25718
631,22,No,Travel_Rarely,1230,Research & Development,1,College,4,Male,2,2,Manufacturing Director,4,Married,6,No,22,4,1,2,4,2,1,2,2,2,2,27060
632,44,No,Travel_Rarely,986,Research & Development,8,Master,1,Male,4,1,Laboratory Technician,4,Married,2,Yes,24,4,3,1,10,2,2,3,2,0,2,21692
633,42,No,Travel_Frequently,1271,Research & Development,2,Below College,2,Male,3,1,Research Scientist,4,Single,5,Yes,14,3,4,0,8,2,3,2,1,2,2,27962
634,36,No,Travel_Rarely,1278,Human Resources,8,Bachelor,1,Male,2,1,Human Resources,1,Married,0,No,21,4,3,0,6,3,3,5,4,0,3,28116
635,25,No,Travel_Rarely,141,Sales,3,Below College,3,Male,3,2,Sales Executive,1,Married,1,Yes,18,3,4,0,5,3,3,5,3,0,3,3102
636,35,No,Travel_Rarely,607,Research & Development,9,Bachelor,4,Female,2,3,Manufacturing Director,3,Married,1,Yes,20,4,2,1,17,2,3,17,14,5,15,13354
637,35,Yes,Travel_Frequently,130,Research & Development,25,Master,4,Female,3,1,Research Scientist,2,Divorced,1,Yes,19,3,1,1,10,3,2,10,2,7,8,2860
638,32,No,Non-Travel,300,Research & Development,1,Bachelor,4,Male,3,1,Laboratory Technician,4,Divorced,0,No,12,3,2,1,4,2,3,3,0,0,2,6600
639,25,No,Travel_Rarely,583,Sales,4,Below College,3,Male,2,2,Sales Executive,1,Married,1,No,12,3,1,0,5,1,4,5,2,0,3,12826
640,49,No,Travel_Rarely,1418,Research & Development,1,Bachelor,3,Female,3,1,Research Scientist,1,Married,2,No,16,3,2,1,7,2,3,4,2,0,2,31196
641,24,No,Non-Travel,1269,Research & Development,4,Below College,1,Male,2,1,Laboratory Technician,4,Married,0,No,17,3,4,0,6,2,2,5,2,3,4,27918
642,32,No,Travel_Frequently,379,Sales,5,College,2,Male,3,2,Sales Executive,2,Married,1,No,14,3,4,1,10,3,3,10,8,5,3,8338
643,38,No,Travel_Rarely,395,Sales,9,Bachelor,2,Male,2,1,Sales Representative,2,Married,0,No,19,3,4,1,3,3,3,2,2,1,2,8690
644,42,No,Travel_Rarely,1265,Research & Development,3,Bachelor,3,Female,4,2,Laboratory Technician,4,Married,2,Yes,13,3,2,1,17,1,2,5,3,1,3,27830
645,31,No,Travel_Rarely,1222,Research & Development,11,Master,4,Male,3,1,Research Scientist,4,Married,3,Yes,19,3,2,1,8,2,3,6,4,0,2,26884
646,29,Yes,Travel_Rarely,341,Sales,1,Bachelor,2,Female,2,1,Sales Representative,3,Divorced,6,Yes,19,3,3,3,5,3,3,3,2,0,2,7502
647,53,No,Travel_Rarely,868,Sales,8,Bachelor,1,Male,3,4,Sales Executive,4,Married,5,No,14,3,3,1,28,3,3,2,0,2,2,19096
648,35,No,Travel_Rarely,672,Research & Development,25,Bachelor,4,Male,2,3,Manufacturing Director,2,Married,3,No,16,3,1,0,16,2,3,13,10,4,8,14784
649,37,No,Travel_Frequently,1231,Sales,21,College,3,Female,3,1,Sales Representative,4,Married,5,No,15,3,2,1,10,3,3,5,4,0,0,27082
650,53,No,Travel_Rarely,102,Research & Development,23,Master,4,Female,3,4,Research Director,4,Single,6,No,18,3,3,0,33,0,3,12,9,3,8,2244
651,43,No,Travel_Frequently,422,Research & Development,1,Bachelor,4,Female,3,2,Healthcare Representative,4,Married,4,No,13,3,2,1,12,2,2,5,2,2,2,9284
652,47,No,Travel_Rarely,249,Sales,2,College,3,Female,3,2,Sales Executive,4,Married,0,Yes,22,4,1,1,8,2,3,7,6,7,7,5478
653,37,No,Non-Travel,1252,Sales,19,College,1,Male,3,3,Sales Executive,2,Single,1,Yes,13,3,4,0,10,2,3,10,0,0,9,27544
654,50,No,Non-Travel,881,Research & Development,2,Master,1,Male,3,4,Manager,1,Divorced,1,No,11,3,4,1,31,3,3,31,6,14,7,19382
655,39,No,Travel_Rarely,1383,Human Resources,2,Bachelor,4,Female,2,2,Human Resources,4,Married,8,No,11,3,3,2,13,2,3,5,4,0,4,30426
656,33,No,Travel_Rarely,1075,Human Resources,3,College,4,Male,3,1,Human Resources,2,Divorced,3,Yes,11,3,3,1,7,4,4,4,3,0,3,23650
657,32,Yes,Travel_Rarely,374,Research & Development,25,Master,1,Male,3,1,Laboratory Technician,4,Single,1,Yes,24,4,3,0,1,2,1,1,0,0,1,8228
658,29,No,Travel_Rarely,1086,Research & Development,7,Below College,1,Female,2,1,Laboratory Technician,4,Divorced,6,No,14,3,3,3,8,5,3,4,3,0,3,23892
659,44,No,Travel_Rarely,661,Research & Development,9,College,2,Male,3,1,Research Scientist,1,Married,1,Yes,13,3,4,0,8,0,3,8,7,7,1,14542
660,28,No,Travel_Rarely,821,Sales,5,Master,1,Male,3,2,Sales Executive,4,Single,1,No,14,3,2,0,4,3,3,4,2,0,2,18062
661,58,Yes,Travel_Frequently,781,Research & Development,2,Below College,4,Male,2,1,Laboratory Technician,4,Divorced,9,Yes,14,3,4,1,3,3,2,1,0,0,0,17182
662,43,No,Travel_Rarely,177,Research & Development,8,Bachelor,1,Female,3,2,Manufacturing Director,2,Divorced,4,No,21,4,3,1,4,2,4,1,0,0,0,3894
663,20,Yes,Travel_Rarely,500,Sales,2,Bachelor,3,Female,2,1,Sales Representative,3,Single,1,No,13,3,4,0,2,3,2,2,2,0,2,11000
664,21,Yes,Travel_Rarely,1427,Research & Development,18,Below College,4,Female,3,1,Research Scientist,4,Single,1,No,19,3,1,0,1,3,2,1,0,0,0,31394
665,36,No,Travel_Rarely,1425,Research & Development,14,Below College,3,Male,3,2,Healthcare Representative,4,Married,0,Yes,17,3,1,1,17,2,2,16,8,4,11,31350
666,47,No,Travel_Rarely,1454,Sales,2,Master,4,Female,2,1,Sales Representative,4,Single,1,Yes,18,3,1,0,3,3,2,3,2,1,2,31988
667,22,Yes,Travel_Rarely,617,Research & Development,3,Below College,2,Female,3,2,Manufacturing Director,3,Married,0,Yes,19,3,1,1,4,3,4,3,2,0,2,13574
668,41,Yes,Travel_Rarely,1085,Research & Development,2,Master,2,Female,1,1,Laboratory Technician,4,Divorced,4,Yes,13,3,3,1,10,1,2,7,7,1,0,23870
669,28,No,Travel_Rarely,995,Research & Development,9,Bachelor,3,Female,3,1,Research Scientist,3,Divorced,5,No,18,3,2,1,6,2,3,2,2,2,2,21890
670,39,Yes,Travel_Rarely,1122,Research & Development,6,Bachelor,4,Male,3,1,Laboratory Technician,1,Married,7,Yes,21,4,4,0,8,2,1,2,2,2,2,24684
671,27,No,Travel_Rarely,618,Research & Development,4,Bachelor,2,Female,3,1,Research Scientist,3,Single,1,No,19,3,3,0,1,2,3,1,1,0,0,13596
672,34,No,Travel_Rarely,546,Research & Development,10,Bachelor,2,Male,3,1,Laboratory Technician,2,Divorced,1,No,14,3,2,2,1,3,3,1,0,1,0,12012
673,42,No,Travel_Rarely,462,Sales,14,College,3,Female,2,2,Sales Executive,3,Single,7,No,17,3,1,0,10,6,3,5,4,0,3,10164
674,33,No,Travel_Rarely,1198,Research & Development,1,Master,3,Male,2,1,Research Scientist,1,Single,3,Yes,11,3,2,0,6,1,3,3,2,0,2,26356
675,58,No,Travel_Rarely,1272,Research & Development,5,Bachelor,3,Female,2,3,Healthcare Representative,2,Divorced,2,Yes,13,3,4,1,24,3,3,6,0,0,4,27984
676,31,No,Travel_Rarely,154,Sales,7,Master,2,Male,2,1,Sales Representative,3,Married,3,No,15,3,2,0,13,2,4,7,7,5,2,3388
677,35,No,Travel_Rarely,1137,Research & Development,21,Below College,4,Female,3,2,Healthcare Representative,4,Married,1,Yes,25,4,4,1,10,2,1,10,6,0,7,25014
678,49,No,Travel_Rarely,527,Research & Development,8,College,1,Female,3,3,Laboratory Technician,2,Married,4,No,11,3,3,1,29,3,2,26,9,1,7,11594
679,48,No,Travel_Rarely,1469,Research & Development,20,Master,4,Male,3,1,Research Scientist,3,Married,4,No,17,3,1,2,13,2,2,0,0,0,0,32318
680,31,No,Non-Travel,1188,Sales,20,College,4,Female,3,2,Sales Executive,3,Married,1,No,13,3,4,1,9,2,2,9,8,0,0,26136
681,36,No,Travel_Rarely,188,Research & Development,7,Master,2,Male,3,1,Research Scientist,4,Single,2,No,18,3,3,0,8,6,3,6,2,0,1,4136
682,38,No,Travel_Rarely,1333,Research & Development,1,Bachelor,4,Female,3,3,Research Director,1,Married,1,No,13,3,2,1,15,3,3,15,12,5,11,29326
683,32,No,Non-Travel,1184,Research & Development,1,Bachelor,3,Female,2,1,Laboratory Technician,2,Married,6,No,20,4,3,0,5,3,3,3,0,0,2,26048
684,25,Yes,Travel_Rarely,867,Sales,19,College,3,Male,2,1,Sales Representative,2,Married,1,Yes,18,3,3,3,1,2,3,1,0,0,0,19074
685,40,No,Travel_Rarely,658,Sales,10,Master,1,Male,2,3,Sales Executive,2,Divorced,2,No,12,3,2,1,11,2,2,1,0,0,0,14476
686,26,No,Travel_Frequently,1283,Sales,1,Bachelor,3,Male,2,2,Sales Executive,1,Single,1,No,12,3,2,0,7,2,3,7,7,0,7,28226
687,41,No,Travel_Rarely,263,Research & Development,6,Bachelor,4,Male,3,1,Laboratory Technician,1,Single,2,Yes,13,3,3,0,20,3,3,18,13,2,17,5786
688,36,No,Travel_Rarely,938,Research & Development,2,Master,3,Male,3,1,Laboratory Technician,3,Single,4,No,21,4,3,0,16,6,3,11,8,3,9,20636
689,19,Yes,Travel_Rarely,419,Sales,21,Bachelor,4,Male,2,1,Sales Representative,2,Single,1,Yes,13,3,2,0,1,3,4,1,0,0,0,9218
690,20,Yes,Travel_Rarely,129,Research & Development,4,Bachelor,1,Male,3,1,Laboratory Technician,1,Single,1,No,19,3,2,0,1,2,3,1,0,0,0,2838
691,31,No,Travel_Rarely,616,Research & Development,12,Bachelor,4,Female,3,2,Healthcare Representative,4,Married,0,Yes,11,3,3,2,10,2,1,9,7,8,5,13552
692,40,No,Travel_Frequently,1469,Research & Development,9,Master,4,Male,3,1,Research Scientist,2,Divorced,8,Yes,14,3,4,1,3,2,3,1,1,0,0,32318
693,32,No,Travel_Rarely,498,Research & Development,3,Master,3,Female,3,2,Manufacturing Director,1,Married,1,No,12,3,3,1,8,2,4,8,7,6,3,10956
694,36,Yes,Travel_Rarely,530,Sales,3,Below College,3,Male,2,3,Sales Executive,4,Married,1,Yes,11,3,1,1,16,6,3,16,7,3,7,11660
695,33,No,Travel_Rarely,1069,Research & Development,1,Bachelor,2,Female,2,2,Healthcare Representative,4,Single,0,No,14,3,1,0,6,3,3,5,0,1,4,23518
696,37,Yes,Travel_Rarely,625,Sales,1,Master,1,Male,2,3,Sales Executive,3,Married,5,No,11,3,3,0,17,2,1,14,1,11,7,13750
697,45,No,Non-Travel,805,Research & Development,4,College,3,Male,3,2,Laboratory Technician,2,Married,1,No,12,3,2,0,9,5,2,9,7,0,8,17710
698,29,No,Travel_Frequently,1404,Sales,20,Bachelor,3,Female,3,1,Sales Representative,4,Married,1,No,15,3,2,1,3,5,3,3,1,0,2,30888
699,35,No,Travel_Rarely,1219,Sales,18,Bachelor,3,Female,3,2,Sales Executive,3,Married,1,No,16,3,2,0,5,3,3,5,2,1,0,26818
700,52,No,Travel_Rarely,1053,Research & Development,1,College,4,Male,3,4,Manager,4,Married,2,No,15,3,2,1,26,2,2,9,8,7,8,23166
701,58,Yes,Travel_Rarely,289,Research & Development,2,Bachelor,4,Male,3,1,Research Scientist,3,Single,4,No,24,4,1,0,7,4,3,1,0,0,0,6358
702,53,No,Travel_Rarely,1376,Sales,2,College,3,Male,3,4,Manager,3,Divorced,6,No,13,3,3,1,22,3,4,17,13,15,2,30272
703,30,No,Travel_Rarely,231,Sales,8,College,3,Male,3,3,Sales Executive,3,Divorced,5,No,11,3,1,1,10,2,4,8,4,7,7,5082
704,38,No,Non-Travel,152,Sales,10,Bachelor,3,Female,3,2,Sales Executive,4,Single,1,Yes,13,3,2,0,6,1,3,5,3,1,3,3344
705,35,No,Travel_Rarely,882,Sales,3,Master,4,Male,3,3,Sales Executive,4,Divorced,6,No,13,3,2,1,12,2,3,10,9,0,8,19404
706,39,No,Travel_Rarely,903,Sales,2,Doctor,1,Male,4,3,Sales Executive,3,Single,0,No,18,3,4,0,9,3,3,8,7,0,7,19866
707,40,Yes,Non-Travel,1479,Sales,24,Bachelor,2,Female,4,4,Sales Executive,2,Single,4,Yes,16,3,4,0,22,2,2,1,0,0,0,32538
708,47,No,Travel_Frequently,1379,Research & Development,16,Master,3,Male,4,2,Manufacturing Director,3,Divorced,1,Yes,19,3,3,0,20,3,4,19,10,2,7,30338
709,36,No,Non-Travel,1229,Sales,8,Master,1,Male,3,2,Sales Executive,4,Divorced,4,No,13,3,4,2,12,3,3,7,7,0,7,27038
710,31,Yes,Non-Travel,335,Research & Development,9,College,3,Male,2,1,Research Scientist,1,Single,0,Yes,22,4,1,0,4,0,3,3,2,1,2,7370
711,33,No,Non-Travel,722,Sales,17,Bachelor,4,Male,3,4,Manager,3,Single,1,No,11,3,4,0,10,2,3,10,8,6,0,15884
712,29,Yes,Travel_Rarely,906,Research & Development,10,Bachelor,4,Female,2,1,Research Scientist,1,Single,6,Yes,20,4,3,0,3,5,3,0,0,0,0,19932
713,33,No,Travel_Rarely,461,Research & Development,13,Below College,2,Female,3,1,Research Scientist,4,Single,3,No,18,3,1,0,5,4,3,3,2,0,2,10142
